new_id,split,crop_name,source_image_id,source_transition,scale_factor,crop_width,crop_height,refined_width,refined_height,texture_a,texture_b,image_name,label_a_name,label_b_name,valid_fraction,overlap_fraction,void_fraction
192,training,training_ADE_train_00008148_t1_crop0,training_ADE_train_00008148,training_ADE_train_00008148_t1,2,169,86,338,172,dense green coniferous forest canopy,smooth wet sandy ground with ripples,192.png,192.png,192.png,1.0,0.0,0.0
193,training,training_ADE_train_00008157_t2_crop0,training_ADE_train_00008157,training_ADE_train_00008157_t2,2,162,64,324,128,smooth wet sandy ground with ripples,dense dark green pine needles with sharp tips,193.png,193.png,193.png,1.0,0.0,0.0
194,training,training_ADE_train_00008222_t1_crop0,training_ADE_train_00008222,training_ADE_train_00008222_t1,1,385,239,385,239,dry brown gravel shoulder with scattered leaves,dense orange-red foliage with crisp edges,194.png,194.png,194.png,0.9745476281041134,0.0,0.02545237189588654
195,training,training_ADE_train_00008235_t0_crop0,training_ADE_train_00008235,training_ADE_train_00008235_t0,2,256,80,512,160,dense green grass with scattered shadows,smooth curved seashell with radiating ridged lines,195.png,195.png,195.png,1.0,0.0,0.0
196,training,training_ADE_train_00008235_t1_crop0,training_ADE_train_00008235,training_ADE_train_00008235_t1,2,119,256,238,512,dense green grass with scattered shadows,rough weathered stone with visible cracks,196.png,196.png,196.png,1.0,0.0,0.0
197,training,training_ADE_train_00008235_t2_crop0,training_ADE_train_00008235,training_ADE_train_00008235_t2,1,435,366,435,366,rough weathered stone with visible cracks,smooth curved seashell with radiating ridged lines,197.png,197.png,197.png,0.9797437346900321,0.0012310784498461153,0.01902518686012185
198,training,training_ADE_train_00008235_t2_crop1,training_ADE_train_00008235,training_ADE_train_00008235_t2,2,184,179,368,358,rough weathered stone with visible cracks,smooth curved seashell with radiating ridged lines,198.png,198.png,198.png,1.0,0.0,0.0
199,training,training_ADE_train_00008575_t0_crop0,training_ADE_train_00008575,training_ADE_train_00008575_t0,2,87,99,174,198,dense green grass with scattered shadows,rough weathered stone with visible cracks,199.png,199.png,199.png,1.0,0.0,0.0
200,training,training_ADE_train_00008575_t1_crop0,training_ADE_train_00008575,training_ADE_train_00008575_t1,2,210,64,420,128,rough weathered stone with visible cracks,dark wooden planks with vertical grain,200.png,200.png,200.png,1.0,0.0,0.0
201,training,training_ADE_train_00008647_t1_crop0,training_ADE_train_00008647,training_ADE_train_00008647_t1,2,256,162,512,324,rough weathered stone with visible cracks,smooth wet sandy ground with ripples,201.png,201.png,201.png,1.0,0.0,0.0
202,training,training_ADE_train_00008647_t1_crop1,training_ADE_train_00008647,training_ADE_train_00008647_t1,2,94,104,188,208,rough weathered stone with visible cracks,smooth wet sandy ground with ripples,202.png,202.png,202.png,1.0,0.0,0.0
203,training,training_ADE_train_00008647_t2_crop0,training_ADE_train_00008647,training_ADE_train_00008647_t2,2,190,136,380,272,smooth wet sandy ground with ripples,dense green vegetation with scattered shadows,203.png,203.png,203.png,1.0,0.0,0.0
204,training,training_ADE_train_00008660_t1_crop0,training_ADE_train_00008660,training_ADE_train_00008660_t1,2,86,112,172,224,dense green grass with scattered shadows,bare branches with thin twigs,204.png,204.png,204.png,1.0,0.0,0.0
205,training,training_ADE_train_00008665_t0_crop0,training_ADE_train_00008665,training_ADE_train_00008665_t0,1,208,240,208,240,smooth green grass with scattered shadows,rough gravel path with loose stones,205.png,205.png,205.png,1.0,0.0,0.0
206,training,training_ADE_train_00008665_t0_crop1,training_ADE_train_00008665,training_ADE_train_00008665_t0,1,304,230,304,230,smooth green grass with scattered shadows,rough gravel path with loose stones,206.png,206.png,206.png,1.0,0.0,0.0
207,training,training_ADE_train_00008666_t0_crop0,training_ADE_train_00008666,training_ADE_train_00008666_t0,2,205,64,410,128,dense green grass with scattered shadows,smooth wet sandy ground with ripples,207.png,207.png,207.png,1.0,0.0,0.0
208,training,training_ADE_train_00008666_t0_crop1,training_ADE_train_00008666,training_ADE_train_00008666_t0,2,215,120,430,240,dense green grass with scattered shadows,smooth wet sandy ground with ripples,208.png,208.png,208.png,1.0,0.0,0.0
209,training,training_ADE_train_00008666_t0_crop2,training_ADE_train_00008666,training_ADE_train_00008666_t0,1,333,264,333,264,dense green grass with scattered shadows,smooth wet sandy ground with ripples,209.png,209.png,209.png,1.0,0.0,0.0
210,training,training_ADE_train_00008666_t1_crop0,training_ADE_train_00008666,training_ADE_train_00008666_t1,2,256,64,512,128,dense green grass with scattered shadows,rough gravel path with loose stones,210.png,210.png,210.png,1.0,0.0,0.0
211,training,training_ADE_train_00008666_t1_crop1,training_ADE_train_00008666,training_ADE_train_00008666_t1,2,130,256,260,512,dense green grass with scattered shadows,rough gravel path with loose stones,211.png,211.png,211.png,1.0,0.0,0.0
212,training,training_ADE_train_00008667_t1_crop0,training_ADE_train_00008667,training_ADE_train_00008667_t1,2,224,166,448,332,dense green grass with scattered shadows,smooth weathered stone with moss patches,212.png,212.png,212.png,1.0,0.0,0.0
213,training,training_ADE_train_00008667_t1_crop1,training_ADE_train_00008667,training_ADE_train_00008667_t1,1,556,227,556,227,dense green grass with scattered shadows,smooth weathered stone with moss patches,213.png,213.png,213.png,0.972910658257535,0.0,0.027089341742465058
214,training,training_ADE_train_00008674_t2_crop0,training_ADE_train_00008674,training_ADE_train_00008674_t2,2,100,65,200,130,smooth green turf with uniform cut,brownish earth with sparse vegetation,214.png,214.png,214.png,1.0,0.0,0.0
215,training,training_ADE_train_00008674_t2_crop1,training_ADE_train_00008674,training_ADE_train_00008674_t2,2,256,75,512,150,smooth green turf with uniform cut,brownish earth with sparse vegetation,215.png,215.png,215.png,1.0,0.0,0.0
216,training,training_ADE_train_00008677_t0_crop0,training_ADE_train_00008677,training_ADE_train_00008677_t0,2,256,64,512,128,dense green grass with scattered shadows,smooth wet sandy ground with ripples,216.png,216.png,216.png,1.0,0.0,0.0
217,training,training_ADE_train_00008677_t1_crop0,training_ADE_train_00008677,training_ADE_train_00008677_t1,2,133,256,266,512,dense green grass with scattered shadows,dark green water with reflective surface,217.png,217.png,217.png,1.0,0.0,0.0
218,training,training_ADE_train_00008677_t1_crop1,training_ADE_train_00008677,training_ADE_train_00008677_t1,1,265,274,265,274,dense green grass with scattered shadows,dark green water with reflective surface,218.png,218.png,218.png,0.9766974245971629,0.00042693843823164853,0.022875636964605425
219,training,training_ADE_train_00008678_t2_crop0,training_ADE_train_00008678,training_ADE_train_00008678_t2,2,256,184,512,368,wet sandy ground with ripples and footprints,dark green grassy slope with visible soil line,219.png,219.png,219.png,1.0,0.0,0.0
220,training,training_ADE_train_00008678_t2_crop1,training_ADE_train_00008678,training_ADE_train_00008678_t2,1,591,224,591,224,wet sandy ground with ripples and footprints,dark green grassy slope with visible soil line,220.png,220.png,220.png,0.9767570099105632,0.0,0.02324299008943679
221,training,training_ADE_train_00008680_t1_crop0,training_ADE_train_00008680,training_ADE_train_00008680_t1,1,318,333,318,333,dense green grass with scattered shadows,brownish yellow tree foliage with dense canopy,221.png,221.png,221.png,0.970810433074584,0.0003021889814342645,0.028887377943981718
222,training,training_ADE_train_00008684_t0_crop0,training_ADE_train_00008684,training_ADE_train_00008684_t0,1,471,301,471,301,dense green grass with scattered shadows,smooth wet sandy ground with ripples,222.png,222.png,222.png,0.967292323535843,0.0006771483589732738,0.03203052810518371
223,training,training_ADE_train_00008684_t1_crop0,training_ADE_train_00008684,training_ADE_train_00008684_t1,2,256,64,512,128,dense green grass with scattered shadows,dry beige gravel with coarse granules,223.png,223.png,223.png,1.0,0.0,0.0
224,training,training_ADE_train_00008684_t1_crop1,training_ADE_train_00008684,training_ADE_train_00008684_t1,2,221,184,442,368,dense green grass with scattered shadows,dry beige gravel with coarse granules,224.png,224.png,224.png,1.0,0.0,0.0
225,training,training_ADE_train_00008685_t0_crop0,training_ADE_train_00008685,training_ADE_train_00008685_t0,1,456,322,456,322,dense green grass with scattered shadows,gravel path with small stones,225.png,225.png,225.png,0.9533889070502343,0.0002383676582761251,0.04637272529148959
226,training,training_ADE_train_00008685_t1_crop0,training_ADE_train_00008685,training_ADE_train_00008685_t1,2,256,64,512,128,dense green grass with scattered shadows,light sandy soil with sparse vegetation,226.png,226.png,226.png,1.0,0.0,0.0
227,training,training_ADE_train_00008685_t1_crop1,training_ADE_train_00008685,training_ADE_train_00008685_t1,2,256,148,512,296,dense green grass with scattered shadows,light sandy soil with sparse vegetation,227.png,227.png,227.png,1.0,0.0,0.0
228,training,training_ADE_train_00008685_t1_crop2,training_ADE_train_00008685,training_ADE_train_00008685_t1,1,263,384,263,384,dense green grass with scattered shadows,light sandy soil with sparse vegetation,228.png,228.png,228.png,1.0,0.0,0.0
229,training,training_ADE_train_00008687_t0_crop0,training_ADE_train_00008687,training_ADE_train_00008687_t0,2,256,107,512,214,dense green grass with scattered shadows,smooth wet sandy ground with ripples,229.png,229.png,229.png,1.0,0.0,0.0
230,training,training_ADE_train_00008687_t0_crop1,training_ADE_train_00008687,training_ADE_train_00008687_t0,2,256,109,512,218,dense green grass with scattered shadows,smooth wet sandy ground with ripples,230.png,230.png,230.png,1.0,0.0,0.0
231,training,training_ADE_train_00008687_t1_crop0,training_ADE_train_00008687,training_ADE_train_00008687_t1,2,99,64,198,128,dense green grass with scattered shadows,rough weathered stone with visible cracks,231.png,231.png,231.png,1.0,0.0,0.0
232,training,training_ADE_train_00008691_t0_crop0,training_ADE_train_00008691,training_ADE_train_00008691_t0,2,104,251,208,502,rough red sandstone with vertical striations,smooth wet sandy ground with ripples,232.png,232.png,232.png,1.0,0.0,0.0
233,training,training_ADE_train_00008691_t0_crop1,training_ADE_train_00008691,training_ADE_train_00008691_t0,1,296,282,296,282,rough red sandstone with vertical striations,smooth wet sandy ground with ripples,233.png,233.png,233.png,0.9528344834195898,0.0025757140118842247,0.044589802568525974
234,training,training_ADE_train_00008691_t2_crop0,training_ADE_train_00008691,training_ADE_train_00008691_t2,1,369,305,369,305,rough weathered stone with visible cracks,dense green grass with scattered shadows,234.png,234.png,234.png,0.9845839442000978,0.009205206806166422,0.006210848993735839
235,training,training_ADE_train_00008691_t2_crop1,training_ADE_train_00008691,training_ADE_train_00008691_t2,2,150,172,300,344,rough weathered stone with visible cracks,dense green grass with scattered shadows,235.png,235.png,235.png,1.0,0.0,0.0
236,training,training_ADE_train_00008693_t0_crop0,training_ADE_train_00008693,training_ADE_train_00008693_t0,1,581,315,581,315,steep rocky cliff face with sparse vegetation,calm greenish river water with gentle ripples,236.png,236.png,236.png,0.9620960030598584,1.0928066005518674e-05,0.037893068874136
237,training,training_ADE_train_00008693_t0_crop1,training_ADE_train_00008693,training_ADE_train_00008693_t0,1,300,430,300,430,steep rocky cliff face with sparse vegetation,calm greenish river water with gentle ripples,237.png,237.png,237.png,0.962937984496124,8.527131782945736e-05,0.03697674418604651
238,training,training_ADE_train_00008696_t0_crop0,training_ADE_train_00008696,training_ADE_train_00008696_t0,2,161,256,322,512,vertical layered rock face with horizontal striations,dense green foliage with varied leaf shapes,238.png,238.png,238.png,1.0,0.0,0.0
239,training,training_ADE_train_00008697_t0_crop0,training_ADE_train_00008697,training_ADE_train_00008697_t0,2,66,192,132,384,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,239.png,239.png,239.png,1.0,0.0,0.0
240,training,training_ADE_train_00008697_t1_crop0,training_ADE_train_00008697,training_ADE_train_00008697_t1,2,73,256,146,512,rough weathered stone with visible cracks,dense green grass with scattered shadows,240.png,240.png,240.png,1.0,0.0,0.0
241,training,training_ADE_train_00008697_t1_crop1,training_ADE_train_00008697,training_ADE_train_00008697_t1,2,69,244,138,488,rough weathered stone with visible cracks,dense green grass with scattered shadows,241.png,241.png,241.png,1.0,0.0,0.0
242,training,training_ADE_train_00008697_t1_crop2,training_ADE_train_00008697,training_ADE_train_00008697_t1,2,120,256,240,512,rough weathered stone with visible cracks,dense green grass with scattered shadows,242.png,242.png,242.png,1.0,0.0,0.0
243,training,training_ADE_train_00008697_t1_crop3,training_ADE_train_00008697,training_ADE_train_00008697_t1,2,131,64,262,128,rough weathered stone with visible cracks,dense green grass with scattered shadows,243.png,243.png,243.png,1.0,0.0,0.0
244,training,training_ADE_train_00008697_t1_crop4,training_ADE_train_00008697,training_ADE_train_00008697_t1,1,335,296,335,296,rough weathered stone with visible cracks,dense green grass with scattered shadows,244.png,244.png,244.png,0.9557382008874546,1.0084711577248891e-05,0.04425171440096813
245,training,training_ADE_train_00008697_t1_crop5,training_ADE_train_00008697,training_ADE_train_00008697_t1,2,256,150,512,300,rough weathered stone with visible cracks,dense green grass with scattered shadows,245.png,245.png,245.png,1.0,0.0,0.0
246,training,training_ADE_train_00008697_t1_crop6,training_ADE_train_00008697,training_ADE_train_00008697_t1,1,219,288,219,288,rough weathered stone with visible cracks,dense green grass with scattered shadows,246.png,246.png,246.png,0.9933567985794013,0.0032343987823439876,0.003408802638254693
247,training,training_ADE_train_00008697_t2_crop0,training_ADE_train_00008697,training_ADE_train_00008697_t2,2,118,64,236,128,dense green grass with scattered shadows,smooth wet sandy ground with ripples,247.png,247.png,247.png,1.0,0.0,0.0
248,training,training_ADE_train_00008697_t2_crop1,training_ADE_train_00008697,training_ADE_train_00008697_t2,1,544,263,544,263,dense green grass with scattered shadows,smooth wet sandy ground with ripples,248.png,248.png,248.png,0.9757744352493849,0.0,0.024225564750615075
249,training,training_ADE_train_00008697_t2_crop2,training_ADE_train_00008697,training_ADE_train_00008697_t2,2,256,117,512,234,dense green grass with scattered shadows,smooth wet sandy ground with ripples,249.png,249.png,249.png,1.0,0.0,0.0
250,training,training_ADE_train_00008697_t2_crop3,training_ADE_train_00008697,training_ADE_train_00008697_t2,2,64,256,128,512,dense green grass with scattered shadows,smooth wet sandy ground with ripples,250.png,250.png,250.png,1.0,0.0,0.0
251,training,training_ADE_train_00008760_t0_crop0,training_ADE_train_00008760,training_ADE_train_00008760_t0,2,256,144,512,288,wet dark sand with reflective surface,rough dark rock with irregular shape,251.png,251.png,251.png,1.0,0.0,0.0
252,training,training_ADE_train_00008926_t0_crop0,training_ADE_train_00008926,training_ADE_train_00008926_t0,2,131,64,262,128,dense green grass with scattered shadows,smooth curved hay bale with textured surface,252.png,252.png,252.png,1.0,0.0,0.0
253,training,training_ADE_train_00008935_t0_crop0,training_ADE_train_00008935,training_ADE_train_00008935_t0,2,148,64,296,128,dense green grass with scattered shadows,smooth rounded hay bales with dry texture,253.png,253.png,253.png,1.0,0.0,0.0
254,training,training_ADE_train_00008935_t0_crop1,training_ADE_train_00008935,training_ADE_train_00008935_t0,2,98,104,196,208,dense green grass with scattered shadows,smooth rounded hay bales with dry texture,254.png,254.png,254.png,1.0,0.0,0.0
255,training,training_ADE_train_00008935_t1_crop0,training_ADE_train_00008935,training_ADE_train_00008935_t1,2,136,64,272,128,smooth rounded hay bales with dry texture,rough weathered stone with visible cracks,255.png,255.png,255.png,1.0,0.0,0.0
256,training,training_ADE_train_00008935_t1_crop1,training_ADE_train_00008935,training_ADE_train_00008935_t1,2,129,64,258,128,smooth rounded hay bales with dry texture,rough weathered stone with visible cracks,256.png,256.png,256.png,1.0,0.0,0.0
257,training,training_ADE_train_00008955_t0_crop0,training_ADE_train_00008955,training_ADE_train_00008955_t0,1,683,350,683,350,dense green hedge with clipped edges,light gray gravel path with fine particles,257.png,257.png,257.png,0.9788328801505961,0.0,0.02116711984940389
258,training,training_ADE_train_00009018_t1_crop0,training_ADE_train_00009018,training_ADE_train_00009018_t1,2,256,156,512,312,smooth dark asphalt with white lane markings,rough textured shoulder with gravel and dirt,258.png,258.png,258.png,1.0,0.0,0.0
259,training,training_ADE_train_00009021_t1_crop0,training_ADE_train_00009021,training_ADE_train_00009021_t1,2,83,132,166,264,dense green grass with scattered shadows,rough bark tree trunk with vertical ridges,259.png,259.png,259.png,1.0,0.0,0.0
260,training,training_ADE_train_00009144_t1_crop0,training_ADE_train_00009144,training_ADE_train_00009144_t1,2,135,64,270,128,dry grassy field with scattered vegetation,distant rolling hills with sparse trees,260.png,260.png,260.png,1.0,0.0,0.0
261,training,training_ADE_train_00009185_t1_crop0,training_ADE_train_00009185,training_ADE_train_00009185_t1,2,256,123,512,246,dry grassy terrain with scattered shrubs,pale rocky hillside with sparse vegetation,261.png,261.png,261.png,1.0,0.0,0.0
262,training,training_ADE_train_00009218_t0_crop0,training_ADE_train_00009218,training_ADE_train_00009218_t0,2,120,104,240,208,smooth dark asphalt with white dashed lines,dense green grass with scattered shadows,262.png,262.png,262.png,1.0,0.0,0.0
263,training,training_ADE_train_00009218_t0_crop1,training_ADE_train_00009218,training_ADE_train_00009218_t0,2,70,172,140,344,smooth dark asphalt with white dashed lines,dense green grass with scattered shadows,263.png,263.png,263.png,1.0,0.0,0.0
264,training,training_ADE_train_00009295_t0_crop0,training_ADE_train_00009295,training_ADE_train_00009295_t0,2,244,160,488,320,dense green grass with scattered shadows,smooth wet sandy ground with ripples,264.png,264.png,264.png,1.0,0.0,0.0
265,training,training_ADE_train_00009308_t1_crop0,training_ADE_train_00009308,training_ADE_train_00009308_t1,2,100,124,200,248,distant mountain slope with sparse trees,dense green grass with scattered shadows,265.png,265.png,265.png,1.0,0.0,0.0
266,training,training_ADE_train_00009310_t0_crop0,training_ADE_train_00009310,training_ADE_train_00009310_t0,2,193,64,386,128,dense red poppy field with vibrant blooms,green grassy slope with scattered wildflowers,266.png,266.png,266.png,1.0,0.0,0.0
267,training,training_ADE_train_00009471_t2_crop0,training_ADE_train_00009471,training_ADE_train_00009471_t2,2,256,140,512,280,dense green foliage with varied leaf shapes,smooth wet sandy ground with ripples,267.png,267.png,267.png,1.0,0.0,0.0
268,training,training_ADE_train_00009471_t2_crop1,training_ADE_train_00009471,training_ADE_train_00009471_t2,2,256,133,512,266,dense green foliage with varied leaf shapes,smooth wet sandy ground with ripples,268.png,268.png,268.png,1.0,0.0,0.0
269,training,training_ADE_train_00009473_t0_crop0,training_ADE_train_00009473,training_ADE_train_00009473_t0,2,64,104,128,208,smooth turquoise water with steam rising,rough gray gravel with scattered pebbles,269.png,269.png,269.png,1.0,0.0,0.0
270,training,training_ADE_train_00009473_t0_crop1,training_ADE_train_00009473,training_ADE_train_00009473_t0,1,595,427,595,427,smooth turquoise water with steam rising,rough gray gravel with scattered pebbles,270.png,270.png,270.png,0.9572038651526185,9.840001574400252e-05,0.04269773483163757
271,training,training_ADE_train_00009473_t0_crop2,training_ADE_train_00009473,training_ADE_train_00009473_t0,2,87,256,174,512,smooth turquoise water with steam rising,rough gray gravel with scattered pebbles,271.png,271.png,271.png,1.0,0.0,0.0
272,training,training_ADE_train_00009473_t2_crop0,training_ADE_train_00009473,training_ADE_train_00009473_t2,2,256,79,512,158,sparse dry grass with thin blades,dark shadowed tree trunks with rough bark,272.png,272.png,272.png,1.0,0.0,0.0
273,training,training_ADE_train_00009493_t0_crop0,training_ADE_train_00009493,training_ADE_train_00009493_t0,2,120,256,240,512,rough gray stone wall with varied shapes,smooth dark water surface with clear reflection,273.png,273.png,273.png,1.0,0.0,0.0
274,training,training_ADE_train_00009493_t0_crop1,training_ADE_train_00009493,training_ADE_train_00009493_t0,1,683,239,683,239,rough gray stone wall with varied shapes,smooth dark water surface with clear reflection,274.png,274.png,274.png,1.0,0.0,0.0
275,training,training_ADE_train_00009899_t0_crop0,training_ADE_train_00009899,training_ADE_train_00009899_t0,2,237,72,474,144,dense green grass with scattered shadows,wet dark water with reflective surface,275.png,275.png,275.png,1.0,0.0,0.0
276,training,training_ADE_train_00009899_t0_crop1,training_ADE_train_00009899,training_ADE_train_00009899_t0,2,121,212,242,424,dense green grass with scattered shadows,wet dark water with reflective surface,276.png,276.png,276.png,1.0,0.0,0.0
277,training,training_ADE_train_00009900_t0_crop0,training_ADE_train_00009900,training_ADE_train_00009900_t0,1,608,359,608,359,dark calm water reflecting sky and greenery,dense green grass with scattered shadows,277.png,277.png,277.png,0.9652177100131946,4.581439671602404e-06,0.03477770854713385
278,training,training_ADE_train_00009908_t0_crop0,training_ADE_train_00009908,training_ADE_train_00009908_t0,2,161,64,322,128,dense green foliage with varied leaf shapes,smooth wet sandy ground with ripples,278.png,278.png,278.png,1.0,0.0,0.0
279,training,training_ADE_train_00009913_t0_crop0,training_ADE_train_00009913,training_ADE_train_00009913_t0,2,100,64,200,128,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,279.png,279.png,279.png,1.0,0.0,0.0
280,training,training_ADE_train_00009913_t2_crop0,training_ADE_train_00009913,training_ADE_train_00009913_t2,2,256,176,512,352,dense green vegetation with leafy canopy,rough weathered stone with visible cracks,280.png,280.png,280.png,1.0,0.0,0.0
281,training,training_ADE_train_00009915_t0_crop0,training_ADE_train_00009915,training_ADE_train_00009915_t0,2,179,64,358,128,rough weathered rock with jagged edges,deep blue ocean water with small waves,281.png,281.png,281.png,1.0,0.0,0.0
282,training,training_ADE_train_00010007_t0_crop0,training_ADE_train_00010007,training_ADE_train_00010007_t0,2,76,104,152,208,dense green grass with scattered shadows,wet dark green pond water with ripples,282.png,282.png,282.png,1.0,0.0,0.0
283,training,training_ADE_train_00010007_t2_crop0,training_ADE_train_00010007,training_ADE_train_00010007_t2,1,273,213,273,213,damp purple mossy ground with patches,wet dark green pond water with ripples,283.png,283.png,283.png,0.9749092847684397,0.00029235240502846135,0.02479836282653184
284,training,training_ADE_train_00010010_t0_crop0,training_ADE_train_00010010,training_ADE_train_00010010_t0,2,133,256,266,512,smooth reflective water surface with clear ripples,dense green grass with scattered shadows,284.png,284.png,284.png,1.0,0.0,0.0
285,training,training_ADE_train_00010010_t1_crop0,training_ADE_train_00010010,training_ADE_train_00010010_t1,1,237,320,237,320,dense green grass with scattered shadows,rough weathered stone with visible cracks,285.png,285.png,285.png,0.9625791139240506,9.229957805907172e-05,0.037328586497890295
286,training,training_ADE_train_00010788_t0_crop0,training_ADE_train_00010788,training_ADE_train_00010788_t0,2,155,120,310,240,smooth wet sandy ground with ripples,dense green grass with scattered shadows,286.png,286.png,286.png,1.0,0.0,0.0
287,training,training_ADE_train_00010788_t0_crop1,training_ADE_train_00010788,training_ADE_train_00010788_t0,2,256,184,512,368,smooth wet sandy ground with ripples,dense green grass with scattered shadows,287.png,287.png,287.png,1.0,0.0,0.0
288,training,training_ADE_train_00010789_t0_crop0,training_ADE_train_00010789,training_ADE_train_00010789_t0,2,102,256,204,512,rough dark volcanic rock with jagged edges,smooth deep green water with gentle ripples,288.png,288.png,288.png,1.0,0.0,0.0
289,training,training_ADE_train_00010789_t0_crop1,training_ADE_train_00010789,training_ADE_train_00010789_t0,2,246,104,492,208,rough dark volcanic rock with jagged edges,smooth deep green water with gentle ripples,289.png,289.png,289.png,1.0,0.0,0.0
290,training,training_ADE_train_00010789_t0_crop2,training_ADE_train_00010789,training_ADE_train_00010789_t0,2,100,256,200,512,rough dark volcanic rock with jagged edges,smooth deep green water with gentle ripples,290.png,290.png,290.png,1.0,0.0,0.0
291,training,training_ADE_train_00010789_t0_crop3,training_ADE_train_00010789,training_ADE_train_00010789_t0,1,326,200,326,200,rough dark volcanic rock with jagged edges,smooth deep green water with gentle ripples,291.png,291.png,291.png,0.9954754601226994,0.002607361963190184,0.0019171779141104294
292,training,training_ADE_train_00010789_t0_crop4,training_ADE_train_00010789,training_ADE_train_00010789_t0,2,256,161,512,322,rough dark volcanic rock with jagged edges,smooth deep green water with gentle ripples,292.png,292.png,292.png,1.0,0.0,0.0
293,training,training_ADE_train_00010789_t3_crop0,training_ADE_train_00010789,training_ADE_train_00010789_t3,2,219,64,438,128,green grassy slope with scattered shrubs,smooth deep green water with gentle ripples,293.png,293.png,293.png,1.0,0.0,0.0
294,training,training_ADE_train_00010790_t1_crop0,training_ADE_train_00010790,training_ADE_train_00010790_t1,1,334,312,334,312,rough weathered stone with visible cracks,smooth wet sandy ground with ripples,294.png,294.png,294.png,0.9539958544449563,0.024134423460770767,0.021869722094272993
295,training,training_ADE_train_00010790_t1_crop1,training_ADE_train_00010790,training_ADE_train_00010790_t1,2,161,87,322,174,rough weathered stone with visible cracks,smooth wet sandy ground with ripples,295.png,295.png,295.png,1.0,0.0,0.0
296,training,training_ADE_train_00010792_t0_crop0,training_ADE_train_00010792,training_ADE_train_00010792_t0,2,172,105,344,210,smooth wet sandy ground with ripples,dense green vegetation with leafy canopy,296.png,296.png,296.png,1.0,0.0,0.0
297,training,training_ADE_train_00010792_t1_crop0,training_ADE_train_00010792,training_ADE_train_00010792_t1,2,161,134,322,268,smooth wet sandy ground with ripples,calm clear turquoise water with gentle waves,297.png,297.png,297.png,1.0,0.0,0.0
298,training,training_ADE_train_00010793_t0_crop0,training_ADE_train_00010793,training_ADE_train_00010793_t0,1,370,492,370,492,rough gray limestone with vertical striations,smooth turquoise water with gentle ripples,298.png,298.png,298.png,0.9730773456383213,0.0,0.026922654361678754
299,training,training_ADE_train_00010793_t0_crop1,training_ADE_train_00010793,training_ADE_train_00010793_t0,1,281,372,281,372,rough gray limestone with vertical striations,smooth turquoise water with gentle ripples,299.png,299.png,299.png,1.0,0.0,0.0
300,training,training_ADE_train_00010793_t1_crop0,training_ADE_train_00010793,training_ADE_train_00010793_t1,2,244,80,488,160,smooth turquoise water with gentle ripples,wet dark gray rock with moss patches,300.png,300.png,300.png,1.0,0.0,0.0
301,training,training_ADE_train_00010793_t1_crop1,training_ADE_train_00010793,training_ADE_train_00010793_t1,2,256,167,512,334,smooth turquoise water with gentle ripples,wet dark gray rock with moss patches,301.png,301.png,301.png,1.0,0.0,0.0
302,training,training_ADE_train_00010795_t0_crop0,training_ADE_train_00010795,training_ADE_train_00010795_t0,2,256,132,512,264,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,302.png,302.png,302.png,1.0,0.0,0.0
303,training,training_ADE_train_00010795_t0_crop1,training_ADE_train_00010795,training_ADE_train_00010795_t0,1,664,246,664,246,smooth wet sandy ground with ripples,rough weathered stone with visible cracks,303.png,303.png,303.png,0.9913128122245077,0.002816142619257518,0.0058710451562346945
304,training,training_ADE_train_00010797_t1_crop0,training_ADE_train_00010797,training_ADE_train_00010797_t1,2,119,198,238,396,smooth turquoise water with gentle ripples,wet sandy beach with fine granules,304.png,304.png,304.png,1.0,0.0,0.0
305,training,training_ADE_train_00010797_t1_crop1,training_ADE_train_00010797,training_ADE_train_00010797_t1,2,168,100,336,200,smooth turquoise water with gentle ripples,wet sandy beach with fine granules,305.png,305.png,305.png,1.0,0.0,0.0
306,training,training_ADE_train_00010802_t0_crop0,training_ADE_train_00010802,training_ADE_train_00010802_t0,1,683,257,683,257,dense green grass with scattered shadows,smooth wet sandy ground with ripples,306.png,306.png,306.png,0.9670998285203184,0.0,0.032900171479681654
307,training,training_ADE_train_00010806_t0_crop0,training_ADE_train_00010806,training_ADE_train_00010806_t0,1,768,355,768,355,calm green water with gentle ripples,dense green foliage with varied leaf shapes,307.png,307.png,307.png,0.9541409917840376,9.536384976525822e-05,0.04576364436619718
308,training,training_ADE_train_00010807_t2_crop0,training_ADE_train_00010807,training_ADE_train_00010807_t2,2,173,121,346,242,dense green grass with scattered shadows,rough weathered stone with visible cracks,308.png,308.png,308.png,1.0,0.0,0.0
309,training,training_ADE_train_00010813_t0_crop0,training_ADE_train_00010813,training_ADE_train_00010813_t0,2,216,84,432,168,rough gray stone wall with varied sizes,smooth wet sandy ground with ripples,309.png,309.png,309.png,1.0,0.0,0.0
310,training,training_ADE_train_00010813_t1_crop0,training_ADE_train_00010813,training_ADE_train_00010813_t1,2,256,124,512,248,smooth wet sandy ground with ripples,dark calm water surface with reflections,310.png,310.png,310.png,1.0,0.0,0.0
311,training,training_ADE_train_00010813_t2_crop0,training_ADE_train_00010813,training_ADE_train_00010813_t2,2,256,96,512,192,dense green grass with scattered shadows,rough weathered stone with visible cracks,311.png,311.png,311.png,1.0,0.0,0.0
